Larix occidentalis
Lupinus polyphyllus
Cleome serrulata
Cirsium lanceolata
Salix sessilifolia
Acer circinatum
Lupinus latifolius
Tilia platyphyllos
Sitanion hystrix
Lolium pratense
Myrica californica
Pinus amabilis
Thuja plicata
Elymus triticoides
Lotus uliginosus
Ribes sanguineum
Artemisia arbustorum
Artemisia arbustula
Artemisia arbuscula
Stipa thurberiana
Achnatherum thurberianum
Rhododendron occidentale
Lithocarpus densiflora
Alnus rhombifolia
Plantago lanceolata
Cichorium intybus
Blepharipappus scaber
Artemisia? douglasiana
Quercus breweri
Centaurea solstitialis
Conium maculatum
Pinus douglasiana
Eriogonum compositum
Mimulus guttatus
Sidalcea oregana
Urtica lyalli
Ceanothus venosus
Cornus occidentalis
Carex douglasii
Juncus arcticus
Mimulus lewellinii
Mimulus lewisii
Pinus contortus
Lupinus andersonii
Chrysolepis chrysophylla
Tsuga mertensiana
Lupinus littoralis
Lupinus arboreus
Phalaris arundinacea
Holcus lanatus
Stachys mexicana
Lupinus oreganus
Cirsium canadense
Monardella villosa
Lupinus leucophyllus
Eriogonum umbellatum
Trifolium procumbens
Fraxinus latifolia
Acer macrophyllum
Ceanothus ledifolius
Clarkia pulchella
Pyrus malus
Coronilla varia
Eupatorium fistulosum
Abies abies
Pyrus communis
Euonymus alatus
Stellaria longifolia
Picea rubens
Platanus acerifolia
Abies fraseri
Hibiscus coccineus
Juniperus chinensis
Celtis occidentalis
Nepeta cataria
Rosa carolina
Rhodotypos scandens
Physocarpus apolifopius
Lyonia ligustrina
Abies nordmanniana
Althaea rosea
Viburnum dentatum
Aralia spinosa
Ulmus occidentalis
Kalmia angustifolia
Viburnum setigerum
Abies cilicica
Cornus rugosa
Rosa multiflora
Abies cephalonica
Myrica cerifera
Aronia arbutifolia
Thalictrum polygamum
Castanea mollissima
Azalea indica
Senecio smallii
Hypericum galioides
Descurainia pinnata
Aristida beyrichiana
Pinus scopulorum
Thuja orientalis
Quercus falcata
Amphiachyris dracunculoides
Colubrina texensis
Vernonia lindheimeri
Gutierrezia texana
Ilex vomitoria
Cirsium horridulum
Euphorbia prostrata
Acacia rigidula
Koeberlinia spinosa
Leucophyllum frutescens
Sophora secundiflora
Prosopis pubescens
Muhlenbergia lindheimeri
Dondia linearis
Atriplex texana
Zanthoxylum fagara
Malvaviscus arboreus
Lindheimera texana
Helenium microcephalum
Dalea frutescens
Berberis trifoliolata
Quercus chihuahuensis
Acacia farnesiana
Muhlenbergia reverchonii
Juniperus ashei
Dalea aurea
Pinus remota
Sphaeralcea angustifolia
Allionia incarnata
Senna pilosior
Echinacea angustifolia
Sphaeralcea angustifolium
Sphaeralcea angustipennis
Aster tenacetifolium
Vitis mustangensis
Quercus buckleyi
Monarda citriodora
Desmanthus illinoensis
Sassafras albidum
Bassia hyssopifolia
Atriplex rosea
Apium graveolens
Sophia sophia
Delphinium occidentale
Pinus pungens
Melica bulbosa
Bromus carinatus
Krascheninnikovia lanata
Juniperus utahensis
Ephedra cutleri
Camissonia eastwoodiae
Shepherdia rotundifolia
Cryptantha flava
Cercocarpus intricatus
Populus fremontii
Garrya wrightii
Suaeda torreyana
Mahonia fremontii
Aruncus aruncus
Phlox subulata
Artemisia tripartita
Kohleria cristata
Ulmus campestris
Crataegus cordata
Malus pumila
Corylus maxima
Angelica genuflexa
Platanus occidentalia
Verbesina alternifolia
Maianthemum stellatum
Helianthus pauciflorus
Astragalus humistratus
Lupinus sericeus
